reading_id,timestamp,system_id,collected_by,collection_method,conductivity,ph,total_hardness,m_alkalinity,chloride,free_halogen,inhibitor_ppm,iron,sulfite,nitrite,microbio_dipslide,units,notes
RD-01207,2026-07-14 10:00,BONF-CLF-B1,Central Analytical,lab,2.65,11.03,0.7,635,192,,,0.36,,,,cond=mS/cm;hard=ppm CaCO3;alk=ppm CaCO3;cl=ppm,Certified lab analysis.
RD-01208,2026-07-14 10:00,BONF-OGD-B2,Central Analytical,lab,2.83,11.09,0.3,582,63,,,0.51,,,,cond=mS/cm;hard=ppm CaCO3;alk=ppm CaCO3;cl=ppm,Certified lab analysis.
RD-01209,2026-07-14 10:00,CLPK-B1,Central Analytical,lab,3.07,11.12,0.6,656,175,,,0.4,,,,cond=mS/cm;hard=ppm CaCO3;alk=ppm CaCO3;cl=ppm,Certified lab analysis.
RD-01210,2026-07-14 10:00,MRMC-B1,Central Analytical,lab,2.99,11.03,0.7,615,271,,,0.55,,,,cond=mS/cm;hard=ppm CaCO3;alk=ppm CaCO3;cl=ppm,Certified lab analysis.
RD-01211,2026-07-14 10:00,SALT-HP1,Central Analytical,lab,1.27,10.4,0.6,394,112,,,0.26,,,,cond=mS/cm;hard=ppm CaCO3;alk=ppm CaCO3;cl=ppm,Certified lab analysis.
RD-01212,2026-07-14 10:00,SALT-HP2,Central Analytical,lab,1.59,10.14,0.1,356,150,,,0.17,,,,cond=mS/cm;hard=ppm CaCO3;alk=ppm CaCO3;cl=ppm,Certified lab analysis.
RD-01213,2026-07-14 11:30,SYS-0008,Marcus Webb,field,2861.0,9.3,,,,,,0.08,,940.0,,cond=uS/cm;nitrite=ppm,
RD-01214,2026-07-14 11:45,SYS-0045,Marcus Webb,field,,,0.3,,,,,,,,,hard=ppm CaCO3,
RD-01215,2026-07-14 12:10,SYS-0043,Marcus Webb,field,1605.0,8.2,332.0,,211.0,0.72,11.2,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01216,2026-07-14 14:45,SYS-0007,Marcus Webb,field,1363.0,8.5,381.0,,226.0,0.82,10.8,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01217,2026-07-14 15:30,SYS-0051,Dale Hardy,field,3018.0,11.1,0.5,645.0,,,,0.46,35.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01218,2026-07-14 15:45,SYS-0006,Marcus Webb,field,3051.0,11.0,0.5,,,,,1.11,29.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01219,7/15/26 0:00,SYS-0014,BMS export,bms,2940,8.5,,,,,,,,,,cond=uS/cm,
RD-01220,7/15/26 0:00,SYS-0015,BMS export,bms,2771,,,,,,,,,,,cond=uS/cm,
RD-01221,7/15/26 0:00,SYS-0016,BMS export,bms,2988,,,,,,,,,,,cond=uS/cm,
RD-01222,7/15/26 0:00,SYS-0017,BMS export,bms,3003,9.0,,,,,,,,,,cond=uS/cm,
RD-01223,2026-07-15 08:20,SYS-0027,Tomas Rivera,field,2785.0,11.1,0.8,816.0,,,,0.42,31.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01224,2026-07-15 13:40,SYS-0028,Tomas Rivera,field,1474.0,8.3,388.0,,136.0,0.68,10.2,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01225,2026-07-15 15:40,SYS-0029,Tomas Rivera,field,2769.0,9.2,,,,,259.0,0.15,,,,cond=uS/cm;moly=ppm,
RD-01226,7/16/26 0:00,SYS-0014,BMS export,bms,2967,8.6,,,,,,,,,,cond=uS/cm,
RD-01227,7/16/26 0:00,SYS-0015,BMS export,bms,2908,8.4,,,,,,,,,,cond=uS/cm,
RD-01228,7/16/26 0:00,SYS-0016,BMS export,bms,2981,8.7,,,,,,,,,,cond=uS/cm,
RD-01229,7/16/26 0:00,SYS-0017,BMS export,bms,2998,,,,,,,,,,,cond=uS/cm,
RD-01230,2026-07-16 09:10,SYS-0016,Jenn Fowler,field,3144.0,9.0,404.0,,190.0,0.58,14.8,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01231,2026-07-16 10:10,SYS-0014,Jenn Fowler,field,3172.0,8.4,479.0,,256.0,0.76,16.2,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01232,2026-07-16 10:15,SYS-0015,Jenn Fowler,field,2765.0,8.8,375.0,,276,0.55,15.0,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01233,2026-07-16 12:40,SYS-0018,Jenn Fowler,field,2956.0,9.9,,,,,235.0,0.17,,,,cond=uS/cm;moly=ppm,
RD-01234,2026-07-16 14:10,SYS-0017,Jenn Fowler,field,2861.0,8.7,446.0,,192.0,0.64,14.9,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01235,2026-07-16 14:10,SYS-0046,Dale Hardy,field,3166.0,11.1,0.5,,,,,0.28,24.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01236,7/17/26 0:00,SYS-0014,BMS export,bms,2786,,,,,,,,,,,cond=uS/cm,
RD-01237,7/17/26 0:00,SYS-0015,BMS export,bms,2896,8.7,,,,,,,,,,cond=uS/cm,
RD-01238,7/17/26 0:00,SYS-0016,BMS export,bms,2984,8.6,,,,,,,,,,cond=uS/cm,
RD-01239,7/17/26 0:00,SYS-0017,BMS export,bms,2972,,,,,,,,,,,cond=uS/cm,
RD-01240,2026-07-17 08:50,SYS-0042,Jenn Fowler,field,1729,8.6,421.0,,134.0,0.67,14.2,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01241,2026-07-17 14:20,SYS-0041,Jenn Fowler,field,2551.0,10.9,0.7,561.0,,,,0.18,36.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01242,7/18/26 0:00,SYS-0014,BMS export,bms,2753,,,,,,,,,,,cond=uS/cm,
RD-01243,7/18/26 0:00,SYS-0015,BMS export,bms,2927,8.8,,,,,,,,,,cond=uS/cm,
RD-01244,7/18/26 0:00,SYS-0016,BMS export,bms,2938,8.5,,,,,,,,,,cond=uS/cm,
RD-01245,7/18/26 0:00,SYS-0017,BMS export,bms,2993,8.5,,,,,,,,,,cond=uS/cm,
RD-01246,7/19/26 0:00,SYS-0014,BMS export,bms,2706,9.0,,,,,,,,,,cond=uS/cm,
RD-01247,7/19/26 0:00,SYS-0015,BMS export,bms,2811,8.8,,,,,,,,,,cond=uS/cm,
RD-01248,7/19/26 0:00,SYS-0016,BMS export,bms,3051,8.5,,,,,,,,,,cond=uS/cm,
RD-01249,7/19/26 0:00,SYS-0017,BMS export,bms,3098,8.6,,,,,,,,,,cond=uS/cm,
RD-01250,7/20/26 0:00,SYS-0014,BMS export,bms,2952,8.9,,,,,,,,,,cond=uS/cm,
RD-01251,7/20/26 0:00,SYS-0015,BMS export,bms,2888,,,,,,,,,,,cond=uS/cm,
RD-01252,7/20/26 0:00,SYS-0016,BMS export,bms,2932,9.0,,,,,,,,,,cond=uS/cm,
RD-01253,7/20/26 0:00,SYS-0017,BMS export,bms,2901,,,,,,,,,,,cond=uS/cm,
RD-01254,2026-07-20 08:00,SYS-0003,Jenn Fowler,field,1705.0,8.5,378.0,,161.0,0.61,11.1,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01255,2026-07-20 08:40,SYS-0002,Jenn Fowler,field,2882.0,10.8,0.5,865.0,,,,0.05,33.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01256,2026-07-20 10:10,SYS-0040,Dale Hardy,field,3119.0,11.1,0.6,634.0,,,,0.46,25.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01257,2026-07-20 10:15,SYS-0001,Jenn Fowler,field,2690.0,11.2,1.0,,,,,0.35,24.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01258,2026-07-20 13:00,SYS-0005,Jenn Fowler,field,2315.0,9.3,,,,,,0.23,,1017.0,,cond=uS/cm;nitrite=ppm,
RD-01259,2026-07-20 14:40,SYS-0004,Jenn Fowler,field,1656.0,8.7,391.0,,148.0,0.33,10.4,,,,10^4,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01260,7/21/26 0:00,SYS-0014,BMS export,bms,2915,,,,,,,,,,,cond=uS/cm,
RD-01261,7/21/26 0:00,SYS-0015,BMS export,bms,2950,8.6,,,,,,,,,,cond=uS/cm,
RD-01262,7/21/26 0:00,SYS-0016,BMS export,bms,2845,8.8,,,,,,,,,,cond=uS/cm,
RD-01263,7/21/26 0:00,SYS-0017,BMS export,bms,3023,8.6,,,,,,,,,,cond=uS/cm,
RD-01264,2026-07-21 08:15,SYS-0048,Jenn Fowler,field,1426.0,8.7,535.0,,174.0,0.58,11.7,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01265,2026-07-21 10:00,SYS-0008,Marcus Webb,field,2640.0,9.7,,,,,,0.18,,955.0,,cond=uS/cm;nitrite=ppm,
RD-01266,2026-07-21 10:20,SYS-0010,Marcus Webb,field,1430.0,8.7,495.0,,111.0,0.78,9.7,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01267,2026-07-21 10:45,SYS-0047,Jenn Fowler,field,2986.0,11.3,0.7,726.0,,,,0.28,23.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01268,2026-07-21 11:50,SYS-0007,Marcus Webb,field,1528.0,8.9,391.0,,149.0,0.89,10.6,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01269,2026-07-21 12:40,SYS-0006,Marcus Webb,field,2813.0,11.1,0.8,598.0,,,,1.19,29.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01270,2026-07-21 14:40,SYS-0009,Marcus Webb,field,2615.0,11.0,0.1,661.0,,,,0.12,25.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01271,7/22/26 0:00,SYS-0014,BMS export,bms,2815,,,,,,,,,,,cond=uS/cm,
RD-01272,7/22/26 0:00,SYS-0015,BMS export,bms,2868,,,,,,,,,,,cond=uS/cm,
RD-01273,7/22/26 0:00,SYS-0016,BMS export,bms,2955,,,,,,,,,,,cond=uS/cm,
RD-01274,7/22/26 0:00,SYS-0017,BMS export,bms,3077,8.7,,,,,,,,,,cond=uS/cm,
RD-01275,2026-07-22 09:40,SYS-0019,Marcus Webb,field,2289.0,9.3,,,,,,1.08,,470,,cond=uS/cm;nitrite=ppm,Sample drawn before re-dose.
RD-01276,2026-07-22 10:10,SYS-0029,Tomas Rivera,field,2538.0,9.3,,,,,257.0,0.32,,,,cond=uS/cm;moly=ppm,
RD-01277,2026-07-22 10:30,SYS-0037,Tomas Rivera,field,2305.0,11.0,0.6,649.0,,,,0.53,31.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01278,2026-07-22 11:15,SYS-0021,Marcus Webb,field,3076.0,11.0,1.3,593.0,,,,0.37,37.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01279,2026-07-22 11:50,SYS-0049,Tomas Rivera,field,968,8.7,352.0,,148.0,0.59,12.2,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,"Heavy rain previous 48h, tower diluted."
RD-01280,2026-07-22 12:00,SYS-0050,Tomas Rivera,field,1104,9.0,402.0,,154.0,0.58,11.4,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,"Heavy rain previous 48h, tower diluted."
RD-01281,2026-07-22 13:10,SYS-0020,Marcus Webb,field,1541.0,8.7,403.0,,176.0,0.65,9.6,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01282,2026-07-22 13:30,SYS-0028,Tomas Rivera,field,1486.0,8.6,420.0,,75.0,0.41,10.1,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01283,2026-07-22 13:30,SYS-0036,Tomas Rivera,field,3054.0,11.1,0.3,613.0,,,,0.24,22.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01284,2026-07-22 14:30,SYS-0038,Tomas Rivera,field,1014,8.8,474.0,,184.0,0.75,12.7,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,"Heavy rain previous 48h, tower diluted."
RD-01285,2026-07-22 15:00,SYS-0039,Tomas Rivera,field,3082.0,9.7,,,,,,0.21,,928.0,,cond=uS/cm;nitrite=ppm,
RD-01286,2026-07-22 15:10,SYS-0027,Tomas Rivera,field,2508.0,11.4,1.0,795.0,,,,0.28,28.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01287,7/23/26 0:00,SYS-0014,BMS export,bms,2846,8.8,,,,,,,,,,cond=uS/cm,
RD-01288,7/23/26 0:00,SYS-0015,BMS export,bms,2934,8.6,,,,,,,,,,cond=uS/cm,
RD-01289,7/23/26 0:00,SYS-0016,BMS export,bms,3075,,,,,,,,,,,cond=uS/cm,
RD-01290,7/23/26 0:00,SYS-0017,BMS export,bms,2941,8.7,,,,,,,,,,cond=uS/cm,
RD-01291,2026-07-23 09:50,SYS-0018,Jenn Fowler,field,2799.0,9.8,,,,,275.0,0.02,,,,cond=uS/cm;moly=ppm,
RD-01292,2026-07-23 11:15,SYS-0016,Jenn Fowler,field,2812.0,8.5,334.0,,262.0,0.54,19.0,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01293,2026-07-23 13:20,SYS-0014,Jenn Fowler,field,2896.0,8.7,318.0,,206.0,0.66,14.4,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01294,2026-07-23 13:20,SYS-0026,Dale Hardy,field,1523.0,8.7,24.2,,194.0,0.46,12.6,,,,10^3,cond=uS/cm;hard=gpg;cl=ppm;inhib=ppm,
RD-01295,2026-07-23 14:00,SYS-0025,Dale Hardy,field,2520.0,11.0,0.8,,,,,0.31,39.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01296,2026-07-23 14:20,SYS-0015,Jenn Fowler,field,2975.0,8.9,497.0,,266,0.6,14.6,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01297,2026-07-23 15:40,SYS-0017,Jenn Fowler,field,2890.0,8.7,422.0,,189.0,0.57,15.8,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01298,7/24/26 0:00,SYS-0014,BMS export,bms,2689,8.8,,,,,,,,,,cond=uS/cm,
RD-01299,7/24/26 0:00,SYS-0015,BMS export,bms,2939,8.5,,,,,,,,,,cond=uS/cm,
RD-01300,7/24/26 0:00,SYS-0016,BMS export,bms,2940,8.6,,,,,,,,,,cond=uS/cm,
RD-01301,7/24/26 0:00,SYS-0017,BMS export,bms,2944,,,,,,,,,,,cond=uS/cm,
RD-01302,2026-07-24 11:30,SYS-0042,Jenn Fowler,field,1799,8.5,452.0,,226.0,0.55,12.1,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01303,2026-07-24 14:00,SYS-0041,Jenn Fowler,field,2881.0,11.1,1.1,564.0,,,,0.34,25.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01304,7/25/26 0:00,SYS-0014,BMS export,bms,2825,8.7,,,,,,,,,,cond=uS/cm,
RD-01305,7/25/26 0:00,SYS-0015,BMS export,bms,2866,,,,,,,,,,,cond=uS/cm,
RD-01306,7/25/26 0:00,SYS-0016,BMS export,bms,2967,,,,,,,,,,,cond=uS/cm,
RD-01307,7/25/26 0:00,SYS-0017,BMS export,bms,2885,,,,,,,,,,,cond=uS/cm,
RD-01308,7/26/26 0:00,SYS-0014,BMS export,bms,2721,8.7,,,,,,,,,,cond=uS/cm,
RD-01309,7/26/26 0:00,SYS-0015,BMS export,bms,2893,8.5,,,,,,,,,,cond=uS/cm,
RD-01310,7/26/26 0:00,SYS-0016,BMS export,bms,2752,,,,,,,,,,,cond=uS/cm,
RD-01311,7/26/26 0:00,SYS-0017,BMS export,bms,2926,8.3,,,,,,,,,,cond=uS/cm,
RD-01312,7/27/26 0:00,SYS-0014,BMS export,bms,2845,,,,,,,,,,,cond=uS/cm,
RD-01313,7/27/26 0:00,SYS-0015,BMS export,bms,2971,,,,,,,,,,,cond=uS/cm,
RD-01314,7/27/26 0:00,SYS-0016,BMS export,bms,2834,,,,,,,,,,,cond=uS/cm,
RD-01315,7/27/26 0:00,SYS-0017,BMS export,bms,2936,,,,,,,,,,,cond=uS/cm,
RD-01316,2026-07-27 08:45,SYS-0033,Marcus Webb,field,1283.0,10.4,1.3,383.0,,,,0.33,40.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01317,2026-07-27 08:50,SYS-0001,Jenn Fowler,field,2963.0,11.4,1.0,629.0,,,,0.44,29.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01318,2026-07-27 09:20,SYS-0005,Jenn Fowler,field,3029.0,9.1,,,,,,0.16,,1009.0,,cond=uS/cm;nitrite=ppm,
RD-01319,2026-07-27 10:10,SYS-0002,Jenn Fowler,field,2812.0,11.2,0.9,768.0,,,,0.2,25.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01320,2026-07-27 11:50,SYS-0034,Marcus Webb,field,1657.0,8.5,471.0,,230.0,0.76,9.1,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01321,2026-07-27 13:00,SYS-0004,Jenn Fowler,field,1372.0,8.7,536.0,,136.0,0.39,9.5,,,,10^5,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01322,2026-07-27 13:00,SYS-0032,Marcus Webb,field,1417.0,9.9,0.8,,,,,0.24,37.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01323,2026-07-27 13:45,SYS-0003,Jenn Fowler,field,1643.0,8.6,453.0,,170.0,0.54,11.9,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01324,7/28/26 0:00,SYS-0014,BMS export,bms,2939,8.9,,,,,,,,,,cond=uS/cm,
RD-01325,7/28/26 0:00,SYS-0015,BMS export,bms,2822,,,,,,,,,,,cond=uS/cm,
RD-01326,7/28/26 0:00,SYS-0016,BMS export,bms,2928,8.6,,,,,,,,,,cond=uS/cm,
RD-01327,7/28/26 0:00,SYS-0017,BMS export,bms,3046,8.6,,,,,,,,,,cond=uS/cm,
RD-01328,2026-07-28 08:45,SYS-0008,Marcus Webb,field,2705.0,9.9,,,,,,0.22,,956.0,,cond=uS/cm;nitrite=ppm,
RD-01329,2026-07-28 09:10,SYS-0006,Marcus Webb,field,3041.0,11.2,0.6,600.0,,,,1.31,24.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01330,2026-07-28 10:15,SYS-0007,Marcus Webb,field,1541.0,8.5,365.0,,135.0,0.75,14.1,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01331,2026-07-28 11:20,SYS-0044,Aaron Silva,field,2546.0,9.2,,,,,205,0.2,,,,cond=uS/cm;moly=ppm,
RD-01332,2026-07-28 12:40,SYS-0045,Aaron Silva,field,,,0.5,,,,,,,,,hard=ppm CaCO3,
RD-01333,2026-07-28 15:50,SYS-0043,Aaron Silva,field,1547.0,8.6,510.0,,80.0,0.55,11.3,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01334,7/29/26 0:00,SYS-0014,BMS export,bms,2905,8.7,,,,,,,,,,cond=uS/cm,
RD-01335,7/29/26 0:00,SYS-0015,BMS export,bms,2934,8.8,,,,,,,,,,cond=uS/cm,
RD-01336,7/29/26 0:00,SYS-0016,BMS export,bms,2794,8.7,,,,,,,,,,cond=uS/cm,
RD-01337,7/29/26 0:00,SYS-0017,BMS export,bms,2920,8.8,,,,,,,,,,cond=uS/cm,
RD-01338,2026-07-29 10:20,SYS-0028,Tomas Rivera,field,1536.0,8.7,513.0,,80.0,0.71,9.2,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01339,2026-07-29 11:30,SYS-0027,Tomas Rivera,field,2703.0,11.2,1.1,,,,,0.11,28.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01340,2026-07-29 11:45,SYS-0029,Tomas Rivera,field,3040.0,9.4,,,,,246.0,0.25,,,,cond=uS/cm;moly=ppm,
RD-01341,7/30/26 0:00,SYS-0014,BMS export,bms,2639,,,,,,,,,,,cond=uS/cm,
RD-01342,7/30/26 0:00,SYS-0015,BMS export,bms,2836,,,,,,,,,,,cond=uS/cm,
RD-01343,7/30/26 0:00,SYS-0016,BMS export,bms,2849,,,,,,,,,,,cond=uS/cm,
RD-01344,7/30/26 0:00,SYS-0017,BMS export,bms,2885,,,,,,,,,,,cond=uS/cm,
RD-01345,2026-07-30 09:20,SYS-0018,Jenn Fowler,field,3065.0,9.1,,,,,240.0,0.25,,,,cond=uS/cm;moly=ppm,
RD-01346,2026-07-30 13:15,SYS-0016,Jenn Fowler,field,2856.0,8.4,356.0,,218.0,0.87,16.3,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01347,2026-07-30 13:40,SYS-0015,Jenn Fowler,field,2918.0,8.4,489.0,,274,0.45,13.1,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01348,2026-07-30 14:45,SYS-0017,Jenn Fowler,field,2673.0,8.7,293.0,,287.0,0.65,13.6,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01349,2026-07-30 15:00,SYS-0014,Jenn Fowler,field,2840.0,8.4,425.0,,221.0,0.58,14.2,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01350,7/31/26 0:00,SYS-0014,BMS export,bms,2855,8.7,,,,,,,,,,cond=uS/cm,
RD-01351,7/31/26 0:00,SYS-0014,BMS export,bms,2855,8.7,,,,,,,,,,cond=uS/cm,
RD-01352,7/31/26 0:00,SYS-0015,BMS export,bms,3082,,,,,,,,,,,cond=uS/cm,
RD-01353,7/31/26 0:00,SYS-0015,BMS export,bms,3082,,,,,,,,,,,cond=uS/cm,
RD-01354,7/31/26 0:00,SYS-0016,BMS export,bms,2883,,,,,,,,,,,cond=uS/cm,
RD-01355,7/31/26 0:00,SYS-0016,BMS export,bms,2883,,,,,,,,,,,cond=uS/cm,
RD-01356,7/31/26 0:00,SYS-0017,BMS export,bms,3090,8.4,,,,,,,,,,cond=uS/cm,
RD-01357,7/31/26 0:00,SYS-0017,BMS export,bms,3090,8.4,,,,,,,,,,cond=uS/cm,
RD-01358,2026-07-31 10:45,SYS-0041,Jenn Fowler,field,2861.0,10.9,0.5,,,,,0.53,28.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01359,2026-07-31 10:50,SYS-0042,Jenn Fowler,field,1827,8.4,392.0,,156.0,0.77,10.2,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01360,8/1/26 0:00,SYS-0014,BMS export,bms,2733,,,,,,,,,,,cond=uS/cm,
RD-01361,8/1/26 0:00,SYS-0014,BMS export,bms,2733,,,,,,,,,,,cond=uS/cm,
RD-01362,8/1/26 0:00,SYS-0015,BMS export,bms,2911,,,,,,,,,,,cond=uS/cm,
RD-01363,8/1/26 0:00,SYS-0015,BMS export,bms,2911,,,,,,,,,,,cond=uS/cm,
RD-01364,8/1/26 0:00,SYS-0016,BMS export,bms,2967,8.9,,,,,,,,,,cond=uS/cm,
RD-01365,8/1/26 0:00,SYS-0016,BMS export,bms,2967,8.9,,,,,,,,,,cond=uS/cm,
RD-01366,8/1/26 0:00,SYS-0017,BMS export,bms,2917,,,,,,,,,,,cond=uS/cm,
RD-01367,8/1/26 0:00,SYS-0017,BMS export,bms,2917,,,,,,,,,,,cond=uS/cm,
RD-01368,8/2/26 0:00,SYS-0014,BMS export,bms,2977,8.6,,,,,,,,,,cond=uS/cm,
RD-01369,8/2/26 0:00,SYS-0015,BMS export,bms,2880,8.6,,,,,,,,,,cond=uS/cm,
RD-01370,8/2/26 0:00,SYS-0016,BMS export,bms,2927,,,,,,,,,,,cond=uS/cm,
RD-01371,8/2/26 0:00,SYS-0017,BMS export,bms,3027,,,,,,,,,,,cond=uS/cm,
RD-01372,8/3/26 0:00,SYS-0014,BMS export,bms,2829,8.8,,,,,,,,,,cond=uS/cm,
RD-01373,8/3/26 0:00,SYS-0015,BMS export,bms,2806,,,,,,,,,,,cond=uS/cm,
RD-01374,8/3/26 0:00,SYS-0016,BMS export,bms,3062,8.8,,,,,,,,,,cond=uS/cm,
RD-01375,8/3/26 0:00,SYS-0017,BMS export,bms,2982,,,,,,,,,,,cond=uS/cm,
RD-01376,2026-08-03 09:15,SYS-0040,Dale Hardy,field,2989.0,11.1,1.5,680.0,,,,0.18,31.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01377,2026-08-03 10:15,SYS-0002,Jenn Fowler,field,3095.0,11.2,0.1,779.0,,,,0.15,32.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01378,2026-08-03 10:20,SYS-0022,Dale Hardy,field,2927.0,10.9,0.7,625.0,,,,0.26,0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01379,2026-08-03 11:30,SYS-0001,Jenn Fowler,field,2502.0,11.3,0,785.0,,,,0.38,27.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-01380,2026-08-03 11:30,SYS-0003,Jenn Fowler,field,1651.0,8.7,481.0,,206.0,0.61,7.9,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01381,2026-08-03 13:15,SYS-0005,Jenn Fowler,field,2766.0,9.5,,,,,,0.16,,904.0,,cond=uS/cm;nitrite=ppm,
RD-01382,2026-08-03 14:15,SYS-0004,Jenn Fowler,field,1636.0,8.8,464.0,,91.0,0.05,10.8,,,,10^4,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-01383,8/4/26 0:00,SYS-0014,BMS export,bms,2920,8.8,,,,,,,,,,cond=uS/cm,
RD-01384,8/4/26 0:00,SYS-0015,BMS export,bms,2913,8.6,,,,,,,,,,cond=uS/cm,
RD-01385,8/4/26 0:00,SYS-0016,BMS export,bms,2822,,,,,,,,,,,cond=uS/cm,
